"","weatherCloudCover","weatherVisibillity","weatherWindBearing","weatherWindSpeed","weatherHumidity","weatherDewPoint","weatherApparentTemperature","weatherTemperature","weatherPrecip","weatherPrecipType","weatherIcon","weatherSummary","weatherPressure","weatherOzone","weatherLat","weatherLong"
"1199",0.99,10,149,12.03,0.47,31.76,51.29,51.29,0,NA,"cloudy","Overcast",1023.81,347.55,43.93,-90.27
"1200",0.7,9.78,146,9.83,0.69,35.93,40.34,45.35,0,NA,"partly-cloudy-day","Mostly Cloudy",1025.47,355.34,44.92,-89.62
"1201",0.79,8.84,281,10.9,0.65,35.99,42.32,47.25,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.29,329.51,42.57,-110.1
"1202",0.07,10,237,21.74,0.24,32.35,70.73,70.73,0,NA,"clear-day","Clear",1008.23,330.79,42.92,-106.47
"1203",0.36,8.88,176,7.69,0.29,32.04,65.42,65.42,0,NA,"partly-cloudy-day","Partly Cloudy",1011.07,325.75,41.15,-104.82
"1204",0.28,9.99,264,9.01,0.31,31.78,63.11,63.11,0,NA,"partly-cloudy-day","Partly Cloudy",1008.46,336.38,44.52,-109.02
"1205",0.17,10,232,13,0.23,31.45,71.33,71.33,0,NA,"clear-day","Clear",1008.29,328.89,42.75,-105.38
"1206",0.73,5.13,285,11.54,0.68,37.78,42.65,47.68,0.0063,NA,"partly-cloudy-day","Mostly Cloudy",1013.11,326.09,41.33,-111
"1207",0.03,10,214,19.5,0.23,34.42,74.68,74.68,0,NA,"clear-day","Clear",1005.71,335.08,44.35,-105.53
"1208",0.66,9.13,212,14,0.78,38.46,38.26,44.79,0,NA,"partly-cloudy-day","Mostly Cloudy",1012.87,330.48,43.6,-110.73
"1209",0.37,9.98,247,14.93,0.36,34.58,62.05,62.05,0.0039,NA,"partly-cloudy-day","Partly Cloudy",1010.55,330.8,42.82,-108.73
"1210",0.61,9.25,223,8.11,0.34,33.16,61.71,61.71,0,NA,"partly-cloudy-day","Mostly Cloudy",1011.63,323.44,41.32,-105.68
"1211",0.02,10,216,20.54,0.23,34.13,74.34,74.34,0,NA,"clear-day","Clear",1006.39,333.47,44.35,-104.81
"1212",0.6,8.84,230,15.05,0.29,30.4,62.88,62.88,0,NA,"partly-cloudy-day","Mostly Cloudy",1010.92,327.91,41.8,-107.2
"1213",0.25,10,246,14.74,0.28,32.78,67.35,67.35,0,NA,"partly-cloudy-day","Partly Cloudy",1009.38,332.77,43.05,-108.45
"1214",0.77,7.73,251,11.94,0.38,35.16,60.6,60.6,0.0236,NA,"rain","Light Rain",1011.81,328.04,41.6,-109.07
"1215",0.6,10,297,6.22,0.38,39.71,65.89,65.89,0,NA,"partly-cloudy-day","Mostly Cloudy",1006.08,337.31,44.77,-106.97
"1216",0.24,10,237,15.29,0.25,34.22,71.96,71.96,0.0038,NA,"clear-day","Clear",1007.33,336.69,43.97,-107.97
"1217",0.98,8.67,245,11.98,0.73,32.88,33.86,40.8,0.0022,NA,"cloudy","Overcast",1015.3,336.07,44.55,-110.42
